route,distance_meters,distance_km,duration_seconds,duration_hours,mode,station,destination
var23uniquevalue,25617,25.617,1634,0.4538888888888889,car,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var24uniquevalue,19544,19.544,1172,0.32555555555555554,car,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var1uniquevalue,28181,28.180999999999997,2166,0.6016666666666667,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var2uniquevalue,25753,25.753,1302,0.3616666666666667,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var3uniquevalue,27835,27.835,1916,0.5322222222222223,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var4uniquevalue,29866,29.866,3006,0.835,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var5uniquevalue,27974,27.974,2128,0.5911111111111111,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var6uniquevalue,29742,29.741999999999997,2716,0.7544444444444445,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var7uniquevalue,30799,30.799,3326,0.9238888888888889,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var8uniquevalue,25504,25.503999999999998,1152,0.32,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var9uniquevalue,23895,23.895,522,0.145,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var10uniquevalue,30755,30.755,3020,0.8388888888888889,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var11uniquevalue,27055,27.055,1780,0.49444444444444446,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var12uniquevalue,26794,26.794,1602,0.445,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var13uniquevalue,29889,29.889,2746,0.7627777777777778,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var14uniquevalue,27601,27.601,1836,0.51,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var15uniquevalue,29321,29.320999999999998,2620,0.7277777777777777,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var16uniquevalue,33679,33.679,4410,1.225,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var17uniquevalue,29468,29.468,2714,0.7538888888888889,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var18uniquevalue,30033,30.033,3192,0.8866666666666667,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var19uniquevalue,30221,30.221,2816,0.7822222222222223,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var20uniquevalue,28161,28.160999999999998,2386,0.6627777777777778,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var21uniquevalue,29334,29.334,2502,0.695,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var22uniquevalue,31627,31.627,3320,0.9222222222222223,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var23uniquevalue,27517,27.517,1946,0.5405555555555556,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
var24uniquevalue,30188,30.188,3054,0.8483333333333334,bike_transit,"McKenzie Towne, Calgary, Canada","Central Library, Calgary, Canada"
